genome	test_name	ref_filename	assembly_filename	ref_length	assembly_length	overall_errors	overall_identity	overall_qscore	substitutions	insertions	deletions	repeat_errors	repeat_identity	repeat_qscore	non_repeat_errors	non_repeat_identity	non_repeat_qscore	repeat_percentage	repeat_error_balance	homopolymer_errors	non_homopolymer_errors	lowest_100_bp_identity	lowest_1000_bp_identity	prodigal_count	total_prodigal_length	mean_prodigal_length	total_mapq	total_alignment_score	ale_score	ale_place_avg	ale_insert_avg	ale_kmer_avg	ale_depth_score_avg
NC_002967.9	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_002967.9.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002967.9/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	2843201	2843194	7	99.999753799%	56.09	0	0	7	7	99.994685132%	42.75	0	100.000000000%	inf	4.63%	1.00000	0	7	93%	99.3%	2578	870021	337.479	112487342	279245796	-2620516.208985	-2.028201	-0.282715	-0.245939	0.094563
NC_002971.4	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_002971.4.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002971.4/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	1995488	1995488	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	3.87%		0	0	100%	100.0%	2012	592179	294.324	78541727	195984938	-1640461.489346	-2.042710	-0.283595	-0.138289	0.091635
NC_003030.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_003030.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_003030.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	3940880	3940875	9	99.999771625%	56.41	4	0	5	9	99.993201390%	41.68	0	100.000000000%	inf	3.36%	1.00000	0	9	95%	99.5%	3717	1135890	305.593	155348286	387060399	-3711258.640407	-2.021483	-0.281791	-0.259348	0.085386
NC_003047.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_003047.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_003047.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	3654135	3654135	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	3.77%		0	0	100%	100.0%	3391	1052147	310.276	143694647	358889394	-3194898.873561	-2.027230	-0.282748	-0.193684	0.089352
NC_003098.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_003098.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_003098.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	2038615	2038615	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	7.34%		0	0	100%	100.0%	1992	582907	292.624	80238498	200215458	-1641974.581755	-2.040209	-0.283904	-0.119190	0.088481
NC_003143.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_003143.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_003143.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	4653728	4653722	6	99.999871071%	58.90	0	0	6	6	99.998290486%	47.67	0	100.000000000%	inf	7.54%	1.00000	0	6	94%	99.4%	4098	1299627	317.137	179312475	457076179	-3373853.419043	-2.021257	-0.281448	-0.049205	0.091807
NC_003197.2	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_003197.2.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_003197.2/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	4857450	4857450	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	3.42%		0	0	100%	100.0%	4513	1415488	313.647	191540736	477084607	-3646630.510078	-2.016219	-0.281799	-0.077231	0.092519
NC_003210.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_003210.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_003210.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	2944528	2944528	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	1.86%		0	0	100%	100.0%	2875	876610	304.908	116484102	289202318	-2504075.369710	-2.025017	-0.282746	-0.171555	0.090389
NC_003450.3	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_003450.3.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_003450.3/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	3309401	3309400	1	99.999969783%	65.20	0	0	1	1	99.999160905%	50.76	0	100.000000000%	inf	3.60%	1.00000	0	1	99%	99.9%	3072	964041	313.815	130170268	325037963	-2415230.969299	-2.024159	-0.282880	-0.048668	0.087889
NC_003454.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_003454.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_003454.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	2174500	2174498	3	99.999862037%	58.60	1	0	2	3	99.997354917%	45.78	0	100.000000000%	inf	5.22%	1.00000	2	1	98%	99.8%	2022	658795	325.814	84557357	213571857	-2213580.009205	-2.030084	-0.284245	-0.329820	0.083286
NC_003888.3	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_003888.3.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_003888.3/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	8667507	8667507	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	3.42%		0	0	100%	100.0%	7738	2557766	330.546	342077360	851285574	-8200432.574884	-2.013369	-0.281424	-0.271472	0.090307
NC_003902.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_003902.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_003902.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	5076188	5076183	5	99.999901501%	60.07	0	0	5	5	99.997715257%	46.41	0	100.000000000%	inf	4.31%	1.00000	0	5	95%	99.5%	4291	1445528	336.874	199881021	498567488	-4603543.147641	-2.016364	-0.281670	-0.234937	0.094057
NC_003997.3	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_003997.3.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_003997.3/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	5227293	5227288	5	99.999904348%	60.19	0	0	5	5	99.996116776%	44.11	0	100.000000000%	inf	2.46%	1.00000	0	5	95%	99.5%	5474	1467819	268.144	207038750	513404732	-4512997.147568	-2.017976	-0.281637	-0.186053	0.089237
NC_004113.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_004113.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_004113.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	2593857	2593857	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	6.21%		0	0	100%	100.0%	2520	777852	308.671	101222755	254748978	-1954123.153680	-2.041699	-0.283409	-0.067479	0.089146
NC_004116.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_004116.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_004116.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	2160267	2160267	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	4.32%		0	0	100%	100.0%	2106	632177	300.179	83848436	212172256	-1840982.231136	-2.037250	-0.283512	-0.170519	0.091900
NC_004307.2	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_004307.2.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_004307.2/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	2256640	2256640	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	3.36%		0	0	100%	100.0%	1830	654177	357.474	88349846	221632315	-1825681.160768	-2.045158	-0.283666	-0.119895	0.087140
NC_004337.2	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_004337.2.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_004337.2/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	4607202	4607201	7	99.999848064%	58.18	2	2	3	7	99.998689543%	48.83	0	100.000000000%	inf	11.59%	1.00000	1	6	95%	99.5%	4729	1331622	281.586	171592384	452495449	-3402438.332042	-2.023215	-0.282123	-0.057507	0.087460
NC_004347.2	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_004347.2.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_004347.2/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	4969811	4969805	9	99.999818907%	57.42	3	0	6	9	99.997624979%	46.24	0	100.000000000%	inf	7.62%	1.00000	5	4	98%	99.8%	4426	1412981	319.246	191246261	488115650	-3684726.063757	-2.018942	-0.281531	-0.056332	0.081733
NC_004350.2	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_004350.2.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_004350.2/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	2032925	2032925	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	3.67%		0	0	100%	100.0%	1897	580688	306.109	79635611	199666411	-1756773.461752	-2.037105	-0.283761	-0.178413	0.087872
NC_004461.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_004461.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_004461.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	2499279	2499279	1	99.999959988%	63.98	1	0	0	1	99.999117660%	50.54	0	100.000000000%	inf	4.53%	1.00000	0	1	99%	99.9%	2283	692053	303.133	98199339	245474095	-2286606.760668	-2.029442	-0.283586	-0.228600	0.084700
NC_004463.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_004463.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_004463.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	9105828	9105828	1	99.999989018%	69.59	1	0	0	1	99.999717786%	55.49	0	100.000000000%	inf	3.89%	1.00000	0	1	99%	99.9%	8498	2586477	304.363	359830935	894324842	-8167439.690774	-2.013055	-0.281622	-0.219743	0.087697
NC_004567.2	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_004567.2.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_004567.2/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	3308273	3308273	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	3.58%		0	0	100%	100.0%	3089	930191	301.130	130699100	324926070	-2452912.544292	-2.025397	-0.282614	-0.066644	0.094531
NC_004578.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_004578.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_004578.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	6397126	6397126	3	99.999953104%	63.29	1	1	1	3	99.999286659%	51.47	0	100.000000000%	inf	6.57%	1.00000	1	2	97%	99.7%	5706	1873435	328.327	247054536	628301245	-5019100.771070	-2.017208	-0.281482	-0.108180	0.089843
NC_004663.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_004663.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_004663.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	6260361	6260361	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	3.41%		0	0	100%	100.0%	4901	1875841	382.747	247245770	614863364	-4692596.575992	-2.015508	-0.281704	-0.075314	0.091486
NC_004668.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_004668.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_004668.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	3218031	3218031	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	4.08%		0	0	100%	100.0%	3121	942535	301.998	127058274	316064911	-2809297.643824	-2.030807	-0.282751	-0.187384	0.085582
NC_004722.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_004722.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_004722.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	5411809	5411808	1	99.999981522%	67.33	0	0	1	0	100.000000000%	inf	1	99.999980814%	67.17	3.69%	0.00000	1	0	99%	99.9%	5515	1513648	274.460	213530428	531522925	-4694998.312030	-2.023283	-0.281601	-0.187803	0.088550
NC_005027.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_005027.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_005027.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	7145576	7145563	13	99.999818069%	57.40	0	0	13	13	99.994478822%	42.58	0	100.000000000%	inf	3.30%	1.00000	0	13	93%	99.3%	5479	2116908	386.368	282937290	701813722	-5487308.088032	-2.015657	-0.281423	-0.092567	0.090338
NC_005042.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_005042.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_005042.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	1751080	1751079	1	99.999942892%	62.43	0	0	1	0	100.000000000%	inf	1	99.999942640%	62.41	0.44%	0.00000	1	0	99%	99.9%	1908	520189	272.636	70025918	171981780	-1484183.700532	-2.040131	-0.284193	-0.159390	0.086578
NC_005125.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_005125.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_005125.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	4659019	4659019	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	3.25%		0	0	100%	100.0%	4517	1384352	306.476	185109921	457578637	-3848915.446538	-2.021870	-0.281317	-0.148426	0.090033
NC_005945.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_005945.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_005945.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	5228663	5228662	1	99.999980875%	67.18	0	0	1	1	99.999231378%	51.14	0	100.000000000%	inf	2.49%	1.00000	1	0	99%	99.9%	5471	1468382	268.394	207090757	513527084	-4518377.823594	-2.020083	-0.281590	-0.186033	0.089113
NC_006055.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_006055.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_006055.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	793224	793224	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	2.48%		0	0	100%	100.0%	1475	181021	122.726	31295163	77907123	-825324.111296	-2.111184	-0.289220	-0.333709	0.093365
NC_006347.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_006347.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_006347.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	5277274	5277274	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	2.80%		0	0	100%	100.0%	4373	1565310	357.949	209029372	518311332	-3954764.775227	-2.014233	-0.281528	-0.071546	0.087404
NC_006461.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_006461.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_006461.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	1849742	1849742	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	1.82%		0	0	100%	100.0%	1943	585482	301.329	73273903	181675221	-1804734.831677	-2.040946	-0.284123	-0.299117	0.098470
NC_006570.2	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_006570.2.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_006570.2/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	1892775	1892766	10	99.999471675%	52.77	1	0	9	10	99.993384668%	41.79	0	100.000000000%	inf	7.99%	1.00000	0	10	91%	99.1%	2031	562805	277.107	70985311	185904180	-1721669.387015	-2.037924	-0.284330	-0.221380	0.085863
NC_006814.3	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_006814.3.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_006814.3/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	1993560	1993560	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	2.96%		0	0	100%	100.0%	1880	588757	313.169	78699657	195798708	-1758680.513823	-2.045510	-0.284060	-0.193506	0.087848
NC_007005.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_007005.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_007005.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	6093698	6093698	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	4.26%		0	0	100%	100.0%	5207	1787909	343.366	242033538	598502425	-4815608.157657	-2.015915	-0.281515	-0.116241	0.091811
NC_007606.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_007606.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_007606.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	4369232	4369231	6	99.999862676%	58.62	1	2	3	6	99.999157022%	50.74	0	100.000000000%	inf	16.29%	1.00000	0	6	95%	99.5%	4979	1242943	249.637	159998160	429134228	-3275495.897018	-2.022917	-0.281964	-0.058954	0.077588
NC_007643.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_007643.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_007643.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	4352825	4352825	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	2.22%		0	0	100%	100.0%	3843	1284428	334.225	173148992	427512685	-4036633.335595	-2.022807	-0.281817	-0.249435	0.090282
NC_007644.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_007644.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_007644.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	2628784	2628783	1	99.999961960%	64.20	0	0	1	1	99.998403296%	47.97	0	100.000000000%	inf	2.38%	1.00000	0	1	99%	99.9%	2643	773632	292.710	104293147	258185468	-2118168.524300	-2.025827	-0.282808	-0.127442	0.091226
NC_007677.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_007677.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_007677.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	3551823	3551823	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	1.81%		0	0	100%	100.0%	3007	1011012	336.219	141651486	348848408	-3090513.075415	-2.028945	-0.282644	-0.187201	0.087610
NC_007795.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_007795.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_007795.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	2821361	2821361	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	4.49%		0	0	100%	100.0%	2631	788381	299.651	111723954	277096600	-2543796.760844	-2.028157	-0.282646	-0.217029	0.085673
NC_007929.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_007929.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_007929.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	1827111	1827111	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	6.16%		0	0	100%	100.0%	1773	532653	300.425	70762235	179452860	-1622599.233286	-2.042515	-0.283602	-0.201590	0.088891
NC_008526.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_008526.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_008526.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	2895264	2895264	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	7.12%		0	0	100%	100.0%	2810	820309	291.925	111178987	284361515	-2172841.102789	-2.021775	-0.282834	-0.071664	0.089383
NC_008570.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_008570.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_008570.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	4744448	4744440	8	99.999831382%	57.73	0	0	8	8	99.993398087%	41.80	0	100.000000000%	inf	2.55%	1.00000	0	8	92%	99.2%	4188	1380495	329.631	187355457	465978363	-3936951.850455	-2.020320	-0.281650	-0.153243	0.090763
NC_008596.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_008596.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_008596.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	6988209	6988208	30	99.999570706%	53.67	7	11	12	30	99.990468232%	40.21	0	100.000000000%	inf	4.50%	1.00000	1	29	90%	98.4%	6686	2152903	322.002	270629717	686355292	-6348213.811068	-2.012654	-0.281581	-0.223023	0.079357
NC_008800.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_008800.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_008800.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	4615899	4615893	6	99.999870014%	58.86	0	0	6	6	99.997117103%	45.40	0	100.000000000%	inf	4.51%	1.00000	0	6	94%	99.4%	4168	1310476	314.414	181299713	453353677	-3380717.728376	-2.016616	-0.281552	-0.056203	0.089850
NC_009009.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_009009.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_009009.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	2388435	2388435	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	3.23%		0	0	100%	100.0%	2274	708264	311.462	94716162	234580191	-1834759.826471	-2.021638	-0.282951	-0.092160	0.092172
NC_009089.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_009089.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_009089.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	4290252	4290252	4	99.999906765%	60.30	2	1	1	4	99.998587431%	48.50	0	100.000000000%	inf	6.60%	1.00000	1	3	98%	99.8%	3818	1185354	310.465	166739827	421358495	-4134193.224112	-2.020868	-0.281961	-0.278520	0.082502
